Comment,Label,Nothing
누가 서수진 옷에 계란말이 붙혀놨냐,1,
다른 멤버들도 다 잘하고 전소연은 말할 것도 없지만 난 이그룹 수진?이라는 멤버 처음봤을 때 진짜 충격먹었음. 춤추는 영상을 봤는데 진짜로 이게 뭐지?싶은 느낌이었던...이게 무슨 느낌인지 무슨 장른지도 모르겠는데 춤선이 너무 독특해서 순간 내가 같은 춤을 보는건가 혼란스러울 정도였다 너무 매력있어ㅠ,1,
2:20 니가 더 귀여워,1,
수진이 파트에 왜 우는 사람이 있냐,1,
근데 우기언니 머리 마시멜로우 굽다가 타서 녹아내린거 같아.. 미안해여 우기언니,1,
전소연은 이제 천재라고 말하기도 입아프다... 파이어 하고싶다고 했을 때부터 이 느낌이 다 머릿속에 있었다는 거;; 원곡을 해치지도 않으면서 아이들 스타일로 완벽하게 재해석함물론 투애니원은 멤버들 개개인 역량이 워낙 대단하니 그만큼 무대가 풍성하지 못할 수는 있지만 멤버 배치도 적재적소에 잘하고 하튼 그냥 천재다,1,
엥 이거 편집 개이상해,0,
지금도 보러오는 사람 있나? 아무래도 이거 사랑인듯,1,
솔직히 이게 왜 6등했는지 이해가안감 ㅜㅜㅠㅠ,0,
아래표가 아니라 견제표인 수준이네어떻게 이무대가 아래표를 3표나받아......???아이들 제일 후배라고 만만한것도아니고,0,
조미연 발음 정확한거 귀에 확 꽂힌다.. 다들 넘예...??????,1,
뭔가 느낌이 비슷한듯두 팀다 파워풀하고,1,
1:03 나만 이 부분 계속 기억나나 ㅎㅎ,1,
퀸덤 순위조작이라는데 솔직히말하면 아이들이 1등후보감임,0,
4:12  슈화언니 찰랑찰랑,1,
이 무대가 6등인 이유 좀,0,
쿨타임 찰 때마다 봐야함....,1,
역시 전소연은 전소연이다 슈화 목소리가 좀 얇다보니 최대한 뒤쪽에 그나마 어울리는 파트를 배분해준게 정말 잘한 것 같다 이걸 보면 어쩔 수 없이 러블리즈랑 비교하게 되면서 전소연의 프로듀싱 능력을 실감함,1,
2:52 신지민표정보소 다들 흐뭇해 하는데 열등감느끼는거?,0,
아니 수진언니 후반부에 끼부른거뭐야????????? 아진짜 나죽어요 언니 나 운다고ㅠㅠㅠㅠ!!!!!!!,1,
히힛 또 보러왔당 아이들 짱~??,1,
이게..........식스센스한테..........밀...려? 아무리 봐도 어디가 뒤쳐지는지 단한순간도이해가되지않아,1,
이게 왜 6위지... 내 맘 속엔 당신들이 평생 1위야...,1,
여러분 댓보다가 씁니다아이들은 사랑입니다?,1,
민니 원샷 좀 잡아줘... 직캠도 없던데....,1,
저렇게 격하게 추는데 앞머리가 멀쩡한게 신기한거 나만그런강...,1,
아이들은 직접 편곡을 해서 아이들만의 느낌(?)을 낼 수 있어서 넘 좋음,1,
1:14 쑤찐!,1,
이게왜 꼴등이냐?,0,
잘했다 잘했는데 이전에 투애니원 마마 무대를 보고와버렸어...,1,
근데 아이들도 퀸덤 나온거 되게 잘한거같음아이들에서 전소연밖에 몰랐는데 슈화나 민니나 다른 멤버들 다 알게됨실력은 뭐 전부터 알고있었으나 그걸 퀸덤에서 아예 꽃피운듯,1,
다 감탄하고 앉아있는데 어딜봐서 꼴지냐 머리빼놓고 다니냐 암넷아,1,
조작 재미있나요..?,0,
시간 없으신 분들 서수진 킬포라도 보고가세요3:56~4:07,1,
ㅇㄴ 올때마다배댓이바뀜 나만그래...? 알았어... 더 열심히 올게,1,
전소연 능력이면 충분히 더 편곡할 수 있었을텐데 일부러 자기가 동경했던 선배들 향수 느낄수있게 큰 틀은 그대로 잡고 조금만 바꾼듯 근데 너무 좋다 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 파이어가 너무 쎈곡이긴 했어도 엄청 잘 소화한것같은데,1,
이게 러블리즈 식스센스보다 못했다는거 납득시켜주실 분,0,
나만 처음 시작할때 가슴 웅장해지나; 거의 나루토급;,1,
1일1찰랑 찬양중,1,
1:13 볼 때마다 서수진 나오고 여덕들 앓는 소리 들리는 거 개웃김 나랑 똑같아 아악... ㅠㅠ,1,
아직도 아이들이 1위 못하겐 이해가 안됀다.. 이렇게 완벽한데,1,
진짜 매번 보러올때마다 이 무대가 6위라는게 마음이 정말 아프지만 순위에 대한 언급보단 아이들이 정말 본인들만의 색으로 정말 잘했다는 사실을 알고계셨으면 좋겠어요 우리 기들 스스로 왕국 세웠잖아요 ㅎㅎㅎㅎ,1,
"아니  Fire 곡을 고른게 신의 한수인것 같은데 6등이 말이돼냐고 ㅋ 조회수도 젤 높고 무대도 개 잘했는데 .. 개인의 생각이 아닌 모두의 생각을 주작으로 점수를 바꾼다는게 너무 싫음.,;; 다시 한번 생각해볼 기회를 주고싶다 엠넷한테 ????????",1,
소연 랩에 치이고민니 몽환적 보이스에 치이고미연 청량감에 치이고우기 저음에 치이고슈화 찰랑찰랑에 치이고수진 걍 서수진에 치인다결론은 아이들 만만세 짱 사랑해요,1,
1:00 와 소연 진짜 세게 뱉어내는 거? 라고 해야 하나 너무 좋음 ㅠ,1,
볼때마다 전소연이 멤버들 진짜 좋아하고 자랑스럽게 여기는거 느껴진다,1,
이건 진짜 최고라구 아 너무 좋아 킬포가 몇개야....,1,
2:39 3:57 남자분이랑 여자분 목소리 독보적,1,
원곡자도 본인 멤버들에게 알리고 싶다는게 얼마나 큰뜻인데 ㅋ ㅋ 실수했어 엠넷,0,
3:40 여기부터 뭔가 계속보고싶다..,1,
얘네가 왜 아래표 최다야... 서바이벌 프로에 눈치를 왜 보냐 딱봐도 러블리즈가 아래표 최다여야 하잖아,0,
"1:00~1:16 소연이 보컬이랑 춤 파워 다 넘사벽인데 이런애가 가서 픽미픽미♡나 해야됐으니,,,, 암만 생각해도 프듀로 데뷔 안한거 신의한수임",1,
3:55 3:55 3:55 3:55 3:55 3:55왜 이거 박제 안되어있어? 수진언니 미쳐... 날 가져줘.... ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,1,
왜 우기 얘기는 없지 ㅠㅠㅠ진짜 쿵쿵쿵할 때 춤도 격하게 잘추고 머리도 너무너무 귀엽게 잘 어울려어어,1,
딴거보다 서수진 어흥에 죽었다........,1,
3:55 진짜 수진이 끼부리는거 너무 좋다 계속 보게됨...,1,
근데 아이들도 아이들만 보면 YG인줄 근데 와이지 그룹들이랑 비교해서 보면 그냥 완전 큐브 그자체 둘다 너무 잘하는데..?,1,
소연 ㄹㅇ 랩 보컬 다되는  전성기 공민지 같네,1,
아 우깈ㅋㄱㄱ 머리 미치긋넥ㅋㅋㅋㄱㄱ 넘귀엽자너ㅋㅋㄱ,1,
전소연 랩 부분 조금씩 안부르는거 립싱크 아니다 새꺄 이러면서 사람 머리 개때리는거같아서 쌉간지 와 진짜 안본 눈 사고싶다,1,
수진님 옷에 계란스크램블....인가?....그거같다,1,
"여자아이들은 일반 아이돌과는 차원이 다르게 자기들이 컨셉도 정해서 무대,의상 정하고 곡 ,작사 다 하는데 걍 한마디로 예술적인 천재 아티스트임.이건 빼박 인정해야됨.근데 어이털리는건 존나 걍 씹어먹었는데 이곡이 6위 했다는거임 이런 개같은 ㅋㅋㅋ.....언냐들 ㅜㅜㅜㅜ제맘속엔 언제나 일위에요??제가 많이 사랑하는거 알죠?????",1,
역시 아이들은 개성,1,
"3:37 이부분 넘 좋아,,ㅎ",1,
대형방화를 지르네......,1,
난 타 그룹을 응원하는 사람인데 아이들 이 무대가 제일 좋았음.. 적어도 6등할 무대는 아니라고 생각함. 그런데 전 무대 덕분에 기대치가 상승하기도 하고 투애니원의 원곡이 너무 강렬해서 다소 묻힌 감이 있....지만 순위는 이해할 수 없따,1,
서...수...진...죽...도...록...사...랑...해...,1,
와.... 3년전 언프리티 소연언니 많이 변했네!?,1,
이거 거이 80퍼 라이브 아님? 막 박수소리 짤랑거리는 소리 들리는데?,1,
하도 많아 봐서 다른 출연자들 리액션까지 다 외웠다 아주...,1,
뭔가 허전했는데 그건 박봄파트..박봄 목소리가 워낙에 특이하면서도 파워풀하기도 한데 그에 비해 미연이 목소리는 예쁘지만 얇고 파워가 약해서 그런듯..그것만 빼면 정말 잘한다....,1,
팩 하고 이거 틀었다가 계속 웃어서 얼굴 가뭄남 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ하지만 괜찮앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ심장은 부서지다 못해 미세먼지임 ㅋㅋㅋㅋ,1,
아니 근데 뒷북이긴한데 아이들 아니면 현재 활동하는 그룹 중에 투에니원 이정도로 커버할 수 있는 그룹이 몇이나 됨?,1,
다른건 둘째치고 난 수진이 끼부리는게 그렇게 좋더라 나 여잔데 수진 끼부리는거 보고 설랬어 .. 나만그래?,1,
"난 되게 좋았는데.. 노래로는 향수를 불러일으키면서, 중간중간에 팀의 색깔도 넣었어. 근데 그 조절도 잘했어. 너무 편곡했으면 명곡이 가진 향수를 불러일으키기에 부족하고, 너무 따라했으면 오히려 2ne1을 보는게 나았을거고.. 난 2마리 토끼를 잡은 무대인거 같아.소연이 진짜 똑똑하다. 팀의 가지고 있는게 무엇인지, 개개인이 무얼 잘하는지, 곡이 가지는 느낌(?)이 무엇이고 무얼 원하는지 알고 있어..",1,
여러분! 참고로 이무대가 꼴등 했어요~!말이되요?,0,
이 영상의 싫어요 1.4만은 다 엠넷의 말도안되는 주작에 빡쳐서 누른거지? 이 무대를 싫어할 순 없잖아,0,
하...... 진짜 개잘했다... 본인들도 알겠지 선배니까 참는거지.... 이놈의 직장 선후배문화 없어져야한다 진짜... 소연아 수진아... 언니가 진짜 사랑해...,1,
조작도 조작인데 소연선장 생일에 그러진 말았어야지 ^^ㅣ,0,
이게 6위라니... 진심 희생양이라는 말이 맞는듯ㅠ...  조작 의도가 뭔지도 너무 잘보여서 ㅋㅋ,0,
아니 이게 도대체 왜 6위라는건지 아직도 의문..,0,
아이들 투애니원 커버인데 이정도면 못하긴 커녕 넘칠정도로 잘했는데.. 프로듀싱 능력부터 해서 코디까지 다 너무 잘 어울린다고 생각하는데 원곡이 모두의 뇌리에 새겨져있는 갓넘사벽 띵곡이라서....이렇게 원곡과 유사하게 가는게 더 의미가 있는 것 같음ㅜㅜ 투애니원......아흐흐흑.... 무대 보는 다른 그룹들과 관객들의 반응 보면 6위 할 무대가 아니라는건 명백한데 투표방식도 그렇고 연차가 어린 아이들에게 불리할 수밖에 없는듯ㅜㅜ그래도 이번에 빌보드 기사로 아이들 미국 활동 관련해서 떴으니까 데뷔 때부터 탄탄하게 쌓아둔 경험을 초식으로 더 높은 곳으로 갈만한 그룹이라고 생각함,0,
???:왜 컴백홈 뺑얼~~~!!,1,
슈화 모리가 촬랑촬랑 중독성개쩐당,1,
거기 당신 또 보러온거 알아 >_<,1,
유튜브대체뭥하냐ㅠㅜ 국가별 댓글 필터기능좀줘라..한국사람들과 공감하고싶은데 죄 영어야ㅠㅠㅜ,0,
와...... 무슨 댓글이 4.5만이야...............,1,
전소연 사랑해??????,1,
이게 꼴지라고??? 이게 2차경연 조회수도 제일많고 솔직히 퀸덤 음원성적 도 아이들이제일좋은데 어이가없네 이쯤되면 계속1등이목표 거리던 박봄 아이들 맥인거아니냐 엠넷아 ...-1달만에봤는데 감사합니다 700 ...,0,
뭐라구요? 이 무대가 6위라구요? 꼴등이라구요? 암넷아 대답 좀 해주실래요? 네???,0,
이게 꼴등...?????????????????,0,
암만 생각해도 모델어워즈였지만 여자아이들 실제로 본건 정말 엄청한 기억이였다 세뇨리따 딱히 내 스탈 노래도 아니었는데 그냥 무심하게 쳐다봤지만 속으로 와 씨 개멌있다 이생각까지 했었는데,1,
정소연 잘한다 어에,1,
아이들은 자기한테 어울리는 노래가 뭔지 아네ㅠㅠㅠㅠㅠ,1,
2500만회중에 1만회는 내가본걸듯ㅜㅜ,1,
아이들 무대보면서 항상 느끼는거지만 진짜 놀라운게 안무 자체는 어렵지않은데 동작이 딱딱 떨어지고 확실해서 오지게 화려해보임 결론: 아이들 미쳤다,1,
우기머리 잡아보고 싶다,1,
제발 음원 내 주세요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,1,
